,L,b1,b2,alpha_l,b_sec1_b1,b_sec2_b1,b_sec1_b2,b_sec2_b2,l_sec,t_p,t_w,h_w,h_F,h_S1_3,h_S7_9,h_v,l_v,left_p,right_p,h_b,b_b,fcc,fsy,fsu,esu,d_p_1_o,d_p_1_i,s_p_1_o,s_p_1_i,d_p_2_o,d_p_2_i,s_p_2_o,s_p_2_i,d_p_3_o,d_p_3_i,s_p_3_o,s_p_3_i,d_p_4_o,d_p_4_i,s_p_4_o,s_p_4_i,d_p_5_o,d_p_5_i,s_p_5_o,s_p_5_i,d_p_6_o,d_p_6_i,s_p_6_o,s_p_6_i,d_p_7_o,d_p_7_i,s_p_7_o,s_p_7_i,d_p_8_o,d_p_8_i,s_p_8_o,s_p_8_i,d_p_9_o,d_p_9_i,s_p_9_o,s_p_9_i,d_w1_1_o,d_w1_1_i,s_w1_1_o,s_w1_1_i,d_w1_2_o,d_w1_2_i,s_w1_2_o,s_w1_2_i,d_w1_3_o,d_w1_3_i,s_w1_3_o,s_w1_3_i,d_w1_4_o,d_w1_4_i,s_w1_4_o,s_w1_4_i,d_w1_5_o,d_w1_5_i,s_w1_5_o,s_w1_5_i,d_w1_6_o,d_w1_6_i,s_w1_6_o,s_w1_6_i,d_w1_7_o,d_w1_7_i,s_w1_7_o,s_w1_7_i,d_w1_8_o,d_w1_8_i,s_w1_8_o,s_w1_8_i,d_w1_9_o,d_w1_9_i,s_w1_9_o,s_w1_9_i,d_w2_1_o,d_w2_1_i,s_w2_1_o,s_w2_1_i,d_w2_2_o,d_w2_2_i,s_w2_2_o,s_w2_2_i,d_w2_3_o,d_w2_3_i,s_w2_3_o,s_w2_3_i,d_w2_4_o,d_w2_4_i,s_w2_4_o,s_w2_4_i,d_w2_5_o,d_w2_5_i,s_w2_5_o,s_w2_5_i,d_w2_6_o,d_w2_6_i,s_w2_6_o,s_w2_6_i,d_w2_7_o,d_w2_7_i,s_w2_7_o,s_w2_7_i,d_w2_8_o,d_w2_8_i,s_w2_8_o,s_w2_8_i,d_w2_9_o,d_w2_9_i,s_w2_9_o,s_w2_9_i,withMPCs,offsetmodeling,mesh_size_factor,ecu
2272,13157,30293,7218,106,0.35533642027649454,0.07001228212236173,0.22530210856427063,0.13099969200773237,0.30515431236702184,540,979,3247,474,0.35222188920786407,0.3609374968546272,0,0,False,False,0,0,60,600.0008518847832,850.0001140495376,0.8000070178020174,22,26,150,150,22,26,150,150,22,26,150,150,22,26,150,150,22,26,150,150,22,26,150,150,22,26,150,150,22,26,150,150,22,26,150,150,30,18,150,150,30,18,150,150,30,18,150,150,30,18,150,150,30,18,150,150,30,18,150,150,30,18,150,150,30,18,150,150,30,18,150,150,18,26,100,200,18,26,100,200,18,26,100,200,18,26,100,200,18,26,100,200,18,26,100,200,18,26,100,200,18,26,100,200,18,26,100,200,True,True,100,-0.0022880175327183224
2273,12126,28524,29243,106,0.3076160780864997,0.1319320818863872,0.41716045753647374,0.11913008386766494,0.2307632516732283,568,872,3379,630,0.0653401766568665,0.28399675736420626,0,0,False,False,0,0,60,600.0007310459788,850.0003280301515,0.8000042358555167,20,26,100,200,20,26,100,200,20,26,100,200,20,26,100,200,20,26,100,200,20,26,100,200,20,26,100,200,20,26,100,200,20,26,100,200,30,18,75,75,30,18,75,75,30,18,75,75,30,18,75,75,30,18,75,75,30,18,75,75,30,18,75,75,30,18,75,75,30,18,75,75,16,22,150,250,16,22,150,250,16,22,150,250,16,22,150,250,16,22,150,250,16,22,150,250,16,22,150,250,16,22,150,250,16,22,150,250,True,True,100,-0.0022880175327183224
2274,12867,16418,16467,75,0.10499924561958532,0.445083292456432,0.3288299395845551,0.24607067712629793,0.3242689611903238,1393,580,4777,808,0.195261688729987,0.4278752952059225,0,0,False,False,0,0,60,600.000939629339,850.0007000811486,0.8000014739284819,16,12,250,150,16,12,250,150,16,12,250,150,16,12,250,150,16,12,250,150,16,12,250,150,16,12,250,150,16,12,250,150,16,12,250,150,18,26,250,100,18,26,250,100,18,26,250,100,18,26,250,100,18,26,250,100,18,26,250,100,18,26,250,100,18,26,250,100,18,26,250,100,20,18,200,200,20,18,200,200,20,18,200,200,20,18,200,200,20,18,200,200,20,18,200,200,20,18,200,200,20,18,200,200,20,18,200,200,True,True,100,-0.0022880175327183224
2275,11602,17692,7763,116,0.3115165895810165,0.4072106141044883,0.31077413275633836,0.18215253634168915,0.3680489860612377,1484,849,2568,532,0.2703482249484308,0.19241363571697567,0,0,False,False,0,0,55,600.0007367263826,850.0003695221654,0.8000036752794896,26,30,150,100,26,30,150,100,26,30,150,100,26,30,150,100,26,30,150,100,26,30,150,100,26,30,150,100,26,30,150,100,26,30,150,100,14,18,250,75,14,18,250,75,14,18,250,75,14,18,250,75,14,18,250,75,14,18,250,75,14,18,250,75,14,18,250,75,14,18,250,75,16,18,100,150,16,18,100,150,16,18,100,150,16,18,100,150,16,18,100,150,16,18,100,150,16,18,100,150,16,18,100,150,16,18,100,150,True,True,100,-0.0021994679057750484
2276,7595,17915,19536,87,0.4476245286445686,0.2863911463466189,0.24693601237745544,0.3803774812104347,0.3600859388834421,849,390,4662,112,0.1657492639717708,0.3995798278141457,0,0,False,False,0,0,60,600.0003455671862,850.0005576569732,0.8000012126366551,30,14,200,200,30,14,200,200,30,14,200,200,30,14,200,200,30,14,200,200,30,14,200,200,30,14,200,200,30,14,200,200,30,14,200,200,26,22,75,200,26,22,75,200,26,22,75,200,26,22,75,200,26,22,75,200,26,22,75,200,26,22,75,200,26,22,75,200,26,22,75,200,18,16,200,150,18,16,200,150,18,16,200,150,18,16,200,150,18,16,200,150,18,16,200,150,18,16,200,150,18,16,200,150,18,16,200,150,True,True,100,-0.0022880175327183224
2277,6463,14740,25126,98,0.14493654338042206,0.4141382469156901,0.3075709985523253,0.24906987799697683,0.13262850463679873,757,1198,4466,357,0.4233511695147739,0.16557257096814998,0,0,False,False,0,0,45,600.0002643319473,850.0009614484702,0.8000095025656124,18,26,150,100,18,26,150,100,18,26,150,100,18,26,150,100,18,26,150,100,18,26,150,100,18,26,150,100,18,26,150,100,18,26,150,100,12,20,150,150,12,20,150,150,12,20,150,150,12,20,150,150,12,20,150,150,12,20,150,150,12,20,150,150,12,20,150,150,12,20,150,150,16,20,200,100,16,20,200,100,16,20,200,100,16,20,200,100,16,20,200,100,16,20,200,100,16,20,200,100,16,20,200,100,16,20,200,100,True,True,100,-0.002
2278,7695,16476,24357,110,0.15576075416529545,0.06452736691454904,0.3476141800885118,0.18943217051204725,0.32873869481173557,482,261,3485,1435,0.07982839483598253,0.22104460044634533,0,0,False,False,0,0,55,600.0005293891671,850.0001695986524,0.8000021388885746,12,20,150,100,12,20,150,100,12,20,150,100,12,20,150,100,12,20,150,100,12,20,150,100,12,20,150,100,12,20,150,100,12,20,150,100,22,20,200,200,22,20,200,200,22,20,200,200,22,20,200,200,22,20,200,200,22,20,200,200,22,20,200,200,22,20,200,200,22,20,200,200,12,22,100,100,12,22,100,100,12,22,100,100,12,22,100,100,12,22,100,100,12,22,100,100,12,22,100,100,12,22,100,100,12,22,100,100,True,True,100,-0.0021994679057750484
2279,15603,25966,27847,70,0.3337740128460561,0.1331579611158606,0.07665993139371016,0.28448406286998257,0.24109995584433208,584,306,4413,505,0.2176829830484272,0.06311906066301794,0,0,False,False,0,0,90,600.000063858667,850.000593751872,0.8000043863577109,20,18,75,150,20,18,75,150,20,18,75,150,20,18,75,150,20,18,75,150,20,18,75,150,20,18,75,150,20,18,75,150,20,18,75,150,22,22,75,150,22,22,75,150,22,22,75,150,22,22,75,150,22,22,75,150,22,22,75,150,22,22,75,150,22,22,75,150,22,22,75,150,16,16,250,150,16,16,250,150,16,16,250,150,16,16,250,150,16,16,250,150,16,16,250,150,16,16,250,150,16,16,250,150,16,16,250,150,True,True,100,-0.0026004968327615766
2280,14479,28708,10822,72,0.3516221004881194,0.23443012123327966,0.256000313334983,0.37694096122414866,0.33275572188709535,1417,858,2708,806,0.32233944987237534,0.33188384951496175,0,0,False,False,0,0,60,600.0006116542612,850.0004257587549,0.8000064040240057,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,26,26,75,150,26,26,75,150,26,26,75,150,26,26,75,150,26,26,75,150,26,26,75,150,26,26,75,150,26,26,75,150,26,26,75,150,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,True,True,100,-0.0022880175327183224
2281,5227,14946,22390,93,0.24088630500601255,0.12186843828934368,0.15650192366525384,0.23063263812533602,0.10572866671533326,1184,1404,2388,1450,0.17564418281778582,0.19064985207316987,0,0,False,False,0,0,90,600.0007122795698,850.0006348829929,0.8000008948924797,14,18,150,200,14,18,150,200,14,18,150,200,14,18,150,200,14,18,150,200,14,18,150,200,14,18,150,200,14,18,150,200,14,18,150,200,18,16,250,250,18,16,250,250,18,16,250,250,18,16,250,250,18,16,250,250,18,16,250,250,18,16,250,250,18,16,250,250,18,16,250,250,26,12,250,150,26,12,250,150,26,12,250,150,26,12,250,150,26,12,250,150,26,12,250,150,26,12,250,150,26,12,250,150,26,12,250,150,True,True,100,-0.0026004968327615766
2282,10642,7575,8995,78,0.06435603596366307,0.22268446944167547,0.40971390452907297,0.07834039834611467,0.3644161510458013,967,684,3953,1072,0.32505185360541633,0.3532584969707358,0,0,False,False,0,0,80,600.000799143539,850.0003981997206,0.8000065864390764,20,18,150,200,20,18,150,200,20,18,150,200,20,18,150,200,20,18,150,200,20,18,150,200,20,18,150,200,20,18,150,200,20,18,150,200,12,22,250,75,12,22,250,75,12,22,250,75,12,22,250,75,12,22,250,75,12,22,250,75,12,22,250,75,12,22,250,75,12,22,250,75,16,30,150,200,16,30,150,200,16,30,150,200,16,30,150,200,16,30,150,200,16,30,150,200,16,30,150,200,16,30,150,200,16,30,150,200,True,True,100,-0.002515576591108743
2283,6347,14923,33712,75,0.3573844987779663,0.18094322926983702,0.20439906524767593,0.10666023864424522,0.21847969872241396,639,1001,4729,1007,0.06775300530833024,0.26485818829225166,0,0,False,False,0,0,80,600.0002442402572,850.000177338418,0.80000829994175,22,22,200,200,22,22,200,200,22,22,200,200,22,22,200,200,22,22,200,200,22,22,200,200,22,22,200,200,22,22,200,200,22,22,200,200,20,14,150,200,20,14,150,200,20,14,150,200,20,14,150,200,20,14,150,200,20,14,150,200,20,14,150,200,20,14,150,200,20,14,150,200,18,22,100,150,18,22,100,150,18,22,100,150,18,22,100,150,18,22,100,150,18,22,100,150,18,22,100,150,18,22,100,150,18,22,100,150,True,True,100,-0.002515576591108743
2284,13297,16726,29342,79,0.05706209075145052,0.36955579744998385,0.13727190355218075,0.26598602584534764,0.22915600768595748,473,543,4351,122,0.40230962161033,0.08053120248333516,0,0,False,False,0,0,80,600.0005526892912,850.0004846042399,0.8000094300131882,10,12,150,200,10,12,150,200,10,12,150,200,10,12,150,200,10,12,150,200,10,12,150,200,10,12,150,200,10,12,150,200,10,12,150,200,12,22,100,100,12,22,100,100,12,22,100,100,12,22,100,100,12,22,100,100,12,22,100,100,12,22,100,100,12,22,100,100,12,22,100,100,14,18,200,100,14,18,200,100,14,18,200,100,14,18,200,100,14,18,200,100,14,18,200,100,14,18,200,100,14,18,200,100,14,18,200,100,True,True,100,-0.002515576591108743
2285,15265,31019,25394,94,0.13951716272064102,0.36607334453288215,0.30960804415052784,0.36049592097936384,0.41682889555378866,1264,1420,2502,591,0.06834375973362032,0.39088194092698764,0,0,False,False,0,0,90,600.0001155475162,850.0002958783447,0.8000057827964809,16,22,200,250,16,22,200,250,16,22,200,250,16,22,200,250,16,22,200,250,16,22,200,250,16,22,200,250,16,22,200,250,16,22,200,250,14,26,100,100,14,26,100,100,14,26,100,100,14,26,100,100,14,26,100,100,14,26,100,100,14,26,100,100,14,26,100,100,14,26,100,100,14,20,200,100,14,20,200,100,14,20,200,100,14,20,200,100,14,20,200,100,14,20,200,100,14,20,200,100,14,20,200,100,14,20,200,100,True,True,100,-0.0026004968327615766
2286,10141,28750,9811,68,0.24184533435727756,0.21803872028204335,0.1778133353214117,0.209072790534588,0.24865419718501483,1446,542,3660,1184,0.07281919081603613,0.38482768673829953,0,0,False,False,0,0,70,600.0002261863461,850.0009610150507,0.8000006341000927,18,14,150,100,18,14,150,100,18,14,150,100,18,14,150,100,18,14,150,100,18,14,150,100,18,14,150,100,18,14,150,100,18,14,150,100,14,18,200,100,14,18,200,100,14,18,200,100,14,18,200,100,14,18,200,100,14,18,200,100,14,18,200,100,14,18,200,100,14,18,200,100,12,12,75,200,12,12,75,200,12,12,75,200,12,12,75,200,12,12,75,200,12,12,75,200,12,12,75,200,12,12,75,200,12,12,75,200,True,True,100,-0.0024158769243143416
2287,6728,22367,26062,93,0.12439885669466963,0.12632441142130066,0.3340073429353435,0.23540930569154983,0.3166390279920903,934,1350,2539,1172,0.3345811489832602,0.2744138354093241,0,0,False,False,0,0,50,600.0004115038772,850.0002708194994,0.8000006300923032,18,20,100,200,18,20,100,200,18,20,100,200,18,20,100,200,18,20,100,200,18,20,100,200,18,20,100,200,18,20,100,200,18,20,100,200,20,14,150,150,20,14,150,150,20,14,150,150,20,14,150,150,20,14,150,150,20,14,150,150,20,14,150,150,20,14,150,150,20,14,150,150,10,20,150,100,10,20,150,100,10,20,150,100,10,20,150,100,10,20,150,100,10,20,150,100,10,20,150,100,10,20,150,100,10,20,150,100,True,True,100,-0.002
2288,13725,14288,29892,90,0.34884753262741686,0.11859183710815568,0.21035452680187433,0.22544321149867175,0.2196801026548241,157,1069,4258,1057,0.1288473864712788,0.15032684955421194,0,0,False,False,0,0,90,600.0006884787097,850.0000888973111,0.8000066795947736,10,20,200,150,10,20,200,150,10,20,200,150,10,20,200,150,10,20,200,150,10,20,200,150,10,20,200,150,10,20,200,150,10,20,200,150,22,10,150,150,22,10,150,150,22,10,150,150,22,10,150,150,22,10,150,150,22,10,150,150,22,10,150,150,22,10,150,150,22,10,150,150,18,12,100,75,18,12,100,75,18,12,100,75,18,12,100,75,18,12,100,75,18,12,100,75,18,12,100,75,18,12,100,75,18,12,100,75,True,True,100,-0.0026004968327615766
2289,8152,21696,29105,90,0.16843532363454883,0.36816118932983505,0.2642488997425908,0.2930980030460866,0.23450960972293028,1042,1439,4922,106,0.33263288662969226,0.23898745663073623,0,0,False,False,0,0,70,600.0000687842792,850.0005060994038,0.8000052334704115,14,12,150,100,14,12,150,100,14,12,150,100,14,12,150,100,14,12,150,100,14,12,150,100,14,12,150,100,14,12,150,100,14,12,150,100,14,20,200,75,14,20,200,75,14,20,200,75,14,20,200,75,14,20,200,75,14,20,200,75,14,20,200,75,14,20,200,75,14,20,200,75,26,18,150,200,26,18,150,200,26,18,150,200,26,18,150,200,26,18,150,200,26,18,150,200,26,18,150,200,26,18,150,200,26,18,150,200,True,True,100,-0.0024158769243143416
2290,3572,17046,8192,113,0.4302143890671867,0.2901157293375688,0.35252457133818504,0.0767138231448315,0.1873692461535288,433,859,2747,1428,0.4028952215982573,0.09709764425723282,0,0,False,False,0,0,55,600.0000852834111,850.0004375693466,0.8000045943539956,20,18,200,100,20,18,200,100,20,18,200,100,20,18,200,100,20,18,200,100,20,18,200,100,20,18,200,100,20,18,200,100,20,18,200,100,20,16,200,75,20,16,200,75,20,16,200,75,20,16,200,75,20,16,200,75,20,16,200,75,20,16,200,75,20,16,200,75,20,16,200,75,22,30,75,200,22,30,75,200,22,30,75,200,22,30,75,200,22,30,75,200,22,30,75,200,22,30,75,200,22,30,75,200,22,30,75,200,True,True,100,-0.0021994679057750484
2291,14519,33164,7453,94,0.22421120097719177,0.3160830708678548,0.3788893762476701,0.38939028963373473,0.2548851593363889,1140,1289,4348,851,0.35968408343767516,0.22492566056659052,0,0,False,False,0,0,55,600.0005479835579,850.000075197688,0.8000051571567578,22,20,100,200,22,20,100,200,22,20,100,200,22,20,100,200,22,20,100,200,22,20,100,200,22,20,100,200,22,20,100,200,22,20,100,200,30,22,250,100,30,22,250,100,30,22,250,100,30,22,250,100,30,22,250,100,30,22,250,100,30,22,250,100,30,22,250,100,30,22,250,100,30,30,150,75,30,30,150,75,30,30,150,75,30,30,150,75,30,30,150,75,30,30,150,75,30,30,150,75,30,30,150,75,30,30,150,75,True,True,100,-0.0021994679057750484
2292,4807,27878,29297,60,0.144360777898851,0.17996051254740875,0.2466775673605519,0.26847275009825794,0.37132599503647923,876,1092,3083,341,0.251151869136405,0.2877139229569028,0,0,False,False,0,0,60,600.0005072245825,850.0005105800732,0.8000077835685786,12,12,250,200,12,12,250,200,12,12,250,200,12,12,250,200,12,12,250,200,12,12,250,200,12,12,250,200,12,12,250,200,12,12,250,200,12,20,150,100,12,20,150,100,12,20,150,100,12,20,150,100,12,20,150,100,12,20,150,100,12,20,150,100,12,20,150,100,12,20,150,100,16,14,200,250,16,14,200,250,16,14,200,250,16,14,200,250,16,14,200,250,16,14,200,250,16,14,200,250,16,14,200,250,16,14,200,250,True,True,100,-0.0022880175327183224
2293,6477,17989,30789,116,0.2670053058930543,0.4319756879379536,0.35007130855720603,0.24266258370858163,0.4047289449201231,1115,1109,3622,1467,0.25042638135938833,0.2531696427734919,0,0,False,False,0,0,70,600.0007648197229,850.0008184887083,0.8000042384451332,12,16,100,200,12,16,100,200,12,16,100,200,12,16,100,200,12,16,100,200,12,16,100,200,12,16,100,200,12,16,100,200,12,16,100,200,10,30,150,150,10,30,150,150,10,30,150,150,10,30,150,150,10,30,150,150,10,30,150,150,10,30,150,150,10,30,150,150,10,30,150,150,22,12,200,250,22,12,200,250,22,12,200,250,22,12,200,250,22,12,200,250,22,12,200,250,22,12,200,250,22,12,200,250,22,12,200,250,True,True,100,-0.0024158769243143416
2294,10665,31604,20871,82,0.2337649999142733,0.39632176037092726,0.15228753252832733,0.31302120130203914,0.12207621400875916,1285,160,4121,1133,0.3227017943362406,0.4312185713788949,0,0,False,False,0,0,80,600.0009772603345,850.00011274542,0.8000094674939777,14,26,200,150,14,26,200,150,14,26,200,150,14,26,200,150,14,26,200,150,14,26,200,150,14,26,200,150,14,26,200,150,14,26,200,150,22,10,250,250,22,10,250,250,22,10,250,250,22,10,250,250,22,10,250,250,22,10,250,250,22,10,250,250,22,10,250,250,22,10,250,250,16,22,100,150,16,22,100,150,16,22,100,150,16,22,100,150,16,22,100,150,16,22,100,150,16,22,100,150,16,22,100,150,16,22,100,150,True,True,100,-0.002515576591108743
2295,7350,7582,10286,82,0.26168654229175287,0.3593013116000241,0.08166428179556412,0.20890928348369636,0.3456629532697924,1145,1240,2139,806,0.4281445045376111,0.42165809784828984,0,0,False,False,0,0,70,600.0007666106567,850.0004803110728,0.8000029452911511,30,22,100,200,30,22,100,200,30,22,100,200,30,22,100,200,30,22,100,200,30,22,100,200,30,22,100,200,30,22,100,200,30,22,100,200,18,18,100,200,18,18,100,200,18,18,100,200,18,18,100,200,18,18,100,200,18,18,100,200,18,18,100,200,18,18,100,200,18,18,100,200,16,16,100,200,16,16,100,200,16,16,100,200,16,16,100,200,16,16,100,200,16,16,100,200,16,16,100,200,16,16,100,200,16,16,100,200,True,True,100,-0.0024158769243143416
2296,11282,11956,10050,68,0.2927521583405951,0.3968825926471062,0.30414644640288163,0.1310976621251162,0.10265281216223861,692,148,2223,1340,0.2416109259031184,0.317951133486867,0,0,False,False,0,0,45,600.0006801500293,850.0005068215364,0.8000036944175359,20,14,75,150,20,14,75,150,20,14,75,150,20,14,75,150,20,14,75,150,20,14,75,150,20,14,75,150,20,14,75,150,20,14,75,150,16,20,75,100,16,20,75,100,16,20,75,100,16,20,75,100,16,20,75,100,16,20,75,100,16,20,75,100,16,20,75,100,16,20,75,100,12,18,200,150,12,18,200,150,12,18,200,150,12,18,200,150,12,18,200,150,12,18,200,150,12,18,200,150,12,18,200,150,12,18,200,150,True,True,100,-0.002
2297,15064,10431,11910,65,0.08171745322237557,0.10027099320453578,0.12614746609286678,0.31815745937150114,0.27093314714020267,1309,449,4890,259,0.30069293712352896,0.10446212936268205,0,0,False,False,0,0,80,600.0003460124708,850.0000930478488,0.800000112387924,20,14,250,150,20,14,250,150,20,14,250,150,20,14,250,150,20,14,250,150,20,14,250,150,20,14,250,150,20,14,250,150,20,14,250,150,14,18,200,200,14,18,200,200,14,18,200,200,14,18,200,200,14,18,200,200,14,18,200,200,14,18,200,200,14,18,200,200,14,18,200,200,16,10,100,150,16,10,100,150,16,10,100,150,16,10,100,150,16,10,100,150,16,10,100,150,16,10,100,150,16,10,100,150,16,10,100,150,True,True,100,-0.002515576591108743
2298,11054,31184,20593,63,0.1573672223367748,0.3045304341602849,0.1880232832160626,0.10059521767103294,0.14191874101132745,1109,265,2965,310,0.37588526997731275,0.3689398725967806,0,0,False,False,0,0,50,600.0006453226318,850.0007861191891,0.8000038920167098,18,20,250,200,18,20,250,200,18,20,250,200,18,20,250,200,18,20,250,200,18,20,250,200,18,20,250,200,18,20,250,200,18,20,250,200,26,22,100,200,26,22,100,200,26,22,100,200,26,22,100,200,26,22,100,200,26,22,100,200,26,22,100,200,26,22,100,200,26,22,100,200,12,14,200,75,12,14,200,75,12,14,200,75,12,14,200,75,12,14,200,75,12,14,200,75,12,14,200,75,12,14,200,75,12,14,200,75,True,True,100,-0.002
2299,15236,16055,20757,107,0.26362250939817417,0.4409054172480392,0.2452532215384579,0.4442871970973725,0.30688384545094244,1413,1183,3252,487,0.41135025168124184,0.23405154558614993,0,0,False,False,0,0,45,600.0009252110181,850.0007548596236,0.8000001884412434,20,12,250,150,20,12,250,150,20,12,250,150,20,12,250,150,20,12,250,150,20,12,250,150,20,12,250,150,20,12,250,150,20,12,250,150,18,26,100,150,18,26,100,150,18,26,100,150,18,26,100,150,18,26,100,150,18,26,100,150,18,26,100,150,18,26,100,150,18,26,100,150,22,14,75,200,22,14,75,200,22,14,75,200,22,14,75,200,22,14,75,200,22,14,75,200,22,14,75,200,22,14,75,200,22,14,75,200,True,True,100,-0.002
2300,8273,29214,34809,97,0.2709693317530683,0.24849047148177622,0.2421627084382701,0.26327416415981325,0.34382552685488893,570,885,3695,814,0.10354202596154755,0.2600190889955905,0,0,False,False,0,0,80,600.0002601547799,850.0006362411843,0.8000091456396514,22,12,100,75,22,12,100,75,22,12,100,75,22,12,100,75,22,12,100,75,22,12,100,75,22,12,100,75,22,12,100,75,22,12,100,75,16,12,200,100,16,12,200,100,16,12,200,100,16,12,200,100,16,12,200,100,16,12,200,100,16,12,200,100,16,12,200,100,16,12,200,100,22,16,150,75,22,16,150,75,22,16,150,75,22,16,150,75,22,16,150,75,22,16,150,75,22,16,150,75,22,16,150,75,22,16,150,75,True,True,100,-0.002515576591108743
2301,13373,7879,17809,75,0.11469320711293338,0.4254757863378263,0.1667537902507167,0.2643243107590589,0.2268172231095326,294,576,3265,1396,0.37378823305517556,0.32655770302097575,0,0,False,False,0,0,70,600.0003474039025,850.0007641033317,0.8000003865032377,20,16,250,100,20,16,250,100,20,16,250,100,20,16,250,100,20,16,250,100,20,16,250,100,20,16,250,100,20,16,250,100,20,16,250,100,18,22,150,250,18,22,150,250,18,22,150,250,18,22,150,250,18,22,150,250,18,22,150,250,18,22,150,250,18,22,150,250,18,22,150,250,14,10,100,100,14,10,100,100,14,10,100,100,14,10,100,100,14,10,100,100,14,10,100,100,14,10,100,100,14,10,100,100,14,10,100,100,True,True,100,-0.0024158769243143416
2302,7539,8532,16316,115,0.13388591102128206,0.06673029497928402,0.3046889117094355,0.24405012060241488,0.2729418597092402,429,509,4204,709,0.11059472432540024,0.3971530896758828,0,0,False,False,0,0,45,600.0003503066666,850.0009473608711,0.8000037982832228,20,26,200,200,20,26,200,200,20,26,200,200,20,26,200,200,20,26,200,200,20,26,200,200,20,26,200,200,20,26,200,200,20,26,200,200,22,12,200,250,22,12,200,250,22,12,200,250,22,12,200,250,22,12,200,250,22,12,200,250,22,12,200,250,22,12,200,250,22,12,200,250,18,18,150,100,18,18,150,100,18,18,150,100,18,18,150,100,18,18,150,100,18,18,150,100,18,18,150,100,18,18,150,100,18,18,150,100,True,True,100,-0.002
2303,15340,34731,26037,92,0.050607278433557605,0.2584418842166218,0.13387760506877894,0.3531893586942978,0.24801806956883754,358,590,2091,1180,0.19705021262959005,0.05901867257206327,0,0,False,False,0,0,55,600.0005255440046,850.0003524553074,0.8000060349104821,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,20,12,75,150,20,12,75,150,20,12,75,150,20,12,75,150,20,12,75,150,20,12,75,150,20,12,75,150,20,12,75,150,20,12,75,150,14,30,75,150,14,30,75,150,14,30,75,150,14,30,75,150,14,30,75,150,14,30,75,150,14,30,75,150,14,30,75,150,14,30,75,150,True,True,100,-0.0021994679057750484
